"id","ship_mode","segment","country","city","state","postal_code","region","category","sub_category","sales","quantity","discount","profit"
5794,"Standard Class","Home Office","United States","Providence","Rhode Island",2908,"East","Furniture","Chairs",605.88,6,0,151.47
3856,"Standard Class","Consumer","United States","San Diego","California",92037,"West","Technology","Accessories",10.99,1,0,4.2861
6138,"Standard Class","Corporate","United States","Tempe","Arizona",85281,"West","Technology","Accessories",62.352,6,0.2,-10.9116
8658,"First Class","Corporate","United States","San Diego","California",92024,"West","Office Supplies","Labels",50.12,4,0,23.5564
4868,"Standard Class","Home Office","United States","Pasadena","California",91104,"West","Office Supplies","Appliances",8.62,1,0,2.2412
3128,"Second Class","Home Office","United States","Chicago","Illinois",60653,"Central","Office Supplies","Paper",45.528,3,0.2,15.9348
9782,"Second Class","Consumer","United States","Decatur","Illinois",62521,"Central","Technology","Accessories",479.952,6,0.2,89.991
6191,"Second Class","Consumer","United States","Long Beach","California",90805,"West","Office Supplies","Supplies",110.11,7,0,31.9319
9396,"Standard Class","Corporate","United States","San Francisco","California",94110,"West","Furniture","Furnishings",39.88,2,0,11.1664
1522,"Standard Class","Home Office","United States","Tulsa","Oklahoma",74133,"Central","Office Supplies","Storage",19.86,2,0,5.7594
9436,"First Class","Corporate","United States","Richardson","Texas",75080,"Central","Technology","Phones",1097.544,7,0.2,123.4737
4190,"Standard Class","Consumer","United States","Eau Claire","Wisconsin",54703,"Central","Furniture","Chairs",680.01,3,0,176.8026
5799,"Second Class","Consumer","United States","El Paso","Texas",79907,"Central","Office Supplies","Appliances",5.432,2,0.8,-13.58
5767,"Standard Class","Home Office","United States","Great Falls","Montana",59405,"West","Technology","Copiers",2999.95,5,0,1379.977
3632,"Standard Class","Consumer","United States","Fairfield","Connecticut",6824,"East","Office Supplies","Binders",7.16,2,0,3.4368
2995,"Standard Class","Consumer","United States","Chicago","Illinois",60653,"Central","Office Supplies","Paper",56.704,2,0.2,19.1376
5893,"Standard Class","Home Office","United States","Los Angeles","California",90004,"West","Office Supplies","Art",6.72,4,0,3.36
2756,"Standard Class","Consumer","United States","Lakeville","Minnesota",55044,"Central","Office Supplies","Art",22,10,0,9.68
6747,"First Class","Home Office","United States","San Diego","California",92105,"West","Office Supplies","Paper",19.44,3,0,9.3312
6656,"Standard Class","Corporate","United States","Anaheim","California",92804,"West","Office Supplies","Supplies",13.98,1,0,3.6348
7268,"First Class","Corporate","United States","Arlington","Virginia",22204,"South","Office Supplies","Binders",11.88,2,0,5.346
5471,"First Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Binders",21.36,5,0.2,7.209
1991,"Same Day","Consumer","United States","The Colony","Texas",75056,"Central","Office Supplies","Envelopes",59.752,7,0.2,19.4194
9786,"Standard Class","Consumer","United States","New York City","New York",10024,"East","Technology","Accessories",7.88,4,0,2.5216
6250,"Second Class","Consumer","United States","San Jose","California",95123,"West","Furniture","Chairs",113.888,2,0.2,9.9652
9559,"Second Class","Consumer","United States","Henderson","Kentucky",42420,"South","Office Supplies","Fasteners",20,4,0,9.6
6590,"First Class","Consumer","United States","Lancaster","California",93534,"West","Office Supplies","Fasteners",10.9,5,0,3.597
8884,"Standard Class","Consumer","United States","Los Angeles","California",90036,"West","Office Supplies","Binders",13.208,1,0.2,4.6228
5387,"Standard Class","Consumer","United States","San Francisco","California",94109,"West","Furniture","Furnishings",22.14,3,0,6.4206
7859,"Standard Class","Corporate","United States","Gresham","Oregon",97030,"West","Technology","Phones",403.168,4,0.2,25.198
3691,"Standard Class","Consumer","United States","Jacksonville","North Carolina",28540,"South","Office Supplies","Envelopes",35.008,4,0.2,13.128
4469,"Standard Class","Corporate","United States","Richmond","Kentucky",40475,"South","Office Supplies","Art",5.64,3,0,1.6356
3188,"Standard Class","Corporate","United States","Revere","Massachusetts",2151,"East","Office Supplies","Storage",66.96,4,0,2.6784
2735,"Same Day","Corporate","United States","New York City","New York",10024,"East","Furniture","Furnishings",11.82,3,0,4.728
4429,"Standard Class","Consumer","United States","San Francisco","California",94109,"West","Office Supplies","Envelopes",15.56,2,0,7.3132
8679,"Standard Class","Corporate","United States","Chandler","Arizona",85224,"West","Furniture","Tables",73.915,1,0.5,-45.8273
9718,"Standard Class","Home Office","United States","Dallas","Texas",75081,"Central","Technology","Accessories",791.88,3,0.2,128.6805
4195,"Second Class","Home Office","United States","Lancaster","California",93534,"West","Office Supplies","Binders",33.024,2,0.2,11.5584
4822,"Second Class","Home Office","United States","Chicago","Illinois",60623,"Central","Office Supplies","Art",3.536,2,0.2,0.3094
4363,"First Class","Corporate","United States","Cranston","Rhode Island",2920,"East","Furniture","Furnishings",210.68,2,0,50.5632
9130,"First Class","Consumer","United States","San Diego","California",92105,"West","Office Supplies","Fasteners",7.86,2,0,3.6156
6400,"Second Class","Consumer","United States","Dallas","Texas",75217,"Central","Furniture","Bookcases",1352.3976,9,0.32,-437.5404
1751,"Standard Class","Consumer","United States","Arlington","Virginia",22204,"South","Furniture","Chairs",641.96,2,0,179.7488
8418,"Standard Class","Home Office","United States","Tucson","Arizona",85705,"West","Technology","Accessories",95.984,2,0.2,11.998
1708,"Standard Class","Corporate","United States","Huntsville","Texas",77340,"Central","Technology","Phones",755.944,7,0.2,66.1451
4484,"Standard Class","Corporate","United States","New York City","New York",10024,"East","Technology","Phones",833.94,6,0,216.8244
4698,"Second Class","Corporate","United States","Chicago","Illinois",60610,"Central","Office Supplies","Labels",11.952,3,0.2,3.8844
9727,"Standard Class","Consumer","United States","Lakewood","New Jersey",8701,"East","Office Supplies","Art",3.76,2,0,1.0904
2723,"Standard Class","Consumer","United States","Hattiesburg","Mississippi",39401,"South","Office Supplies","Binders",8.6,1,0,4.042
9891,"Standard Class","Corporate","United States","Cary","North Carolina",27511,"South","Office Supplies","Appliances",166.84,5,0.2,18.7695
6867,"Standard Class","Consumer","United States","Chicago","Illinois",60623,"Central","Technology","Phones",159.984,2,0.2,11.9988
7188,"Second Class","Consumer","United States","Houston","Texas",77036,"Central","Technology","Phones",419.944,7,0.2,52.493
3437,"Standard Class","Corporate","United States","San Antonio","Texas",78207,"Central","Office Supplies","Binders",23.912,2,0.8,-40.6504
581,"Second Class","Consumer","United States","Los Angeles","California",90008,"West","Office Supplies","Binders",11.744,1,0.2,3.8168
7760,"Second Class","Consumer","United States","Los Angeles","California",90049,"West","Technology","Accessories",90.57,3,0,11.7741
9881,"Standard Class","Corporate","United States","New York City","New York",10009,"East","Furniture","Furnishings",183.92,4,0,31.2664
7490,"Second Class","Corporate","United States","New York City","New York",10035,"East","Office Supplies","Envelopes",47.98,2,0,23.99
9804,"Second Class","Home Office","United States","Los Angeles","California",90036,"West","Technology","Phones",889.536,8,0.2,66.7152
8223,"Standard Class","Consumer","United States","Little Rock","Arkansas",72209,"South","Office Supplies","Paper",39.96,2,0,18.7812
6698,"Standard Class","Consumer","United States","Houston","Texas",77095,"Central","Office Supplies","Art",67.56,3,0.2,6.756
6685,"Standard Class","Corporate","United States","San Francisco","California",94110,"West","Office Supplies","Fasteners",17.9,5,0,8.771
7669,"Standard Class","Home Office","United States","San Diego","California",92024,"West","Office Supplies","Envelopes",43.7,5,0,20.539
4618,"Standard Class","Consumer","United States","Tulsa","Oklahoma",74133,"Central","Technology","Accessories",291.96,4,0,102.186
3051,"First Class","Corporate","United States","Fairfield","California",94533,"West","Furniture","Furnishings",21.56,7,0,6.8992
6092,"First Class","Consumer","United States","San Francisco","California",94122,"West","Furniture","Chairs",194.848,4,0.2,12.178
5268,"Second Class","Consumer","United States","Chicago","Illinois",60610,"Central","Office Supplies","Supplies",40.92,5,0.2,3.069
8009,"Standard Class","Home Office","United States","San Diego","California",92024,"West","Technology","Accessories",21.21,7,0,4.4541
1569,"Standard Class","Home Office","United States","New York City","New York",10024,"East","Office Supplies","Binders",10.896,2,0.2,3.8136
1239,"Standard Class","Consumer","United States","Lewiston","Idaho",83501,"West","Office Supplies","Binders",9.584,1,0.2,3.3544
8626,"Second Class","Corporate","United States","Mcallen","Texas",78501,"Central","Office Supplies","Binders",4.312,2,0.8,-6.8992
9730,"Second Class","Consumer","United States","Oakland","California",94601,"West","Office Supplies","Storage",8.94,3,0,0.6258
9274,"Standard Class","Consumer","United States","Los Angeles","California",90032,"West","Technology","Phones",911.424,4,0.2,68.3568
3961,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Office Supplies","Binders",15.92,4,0,7.4824
6586,"Second Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Paper",108.92,14,0,49.014
2785,"Standard Class","Consumer","United States","Rockford","Illinois",61107,"Central","Office Supplies","Art",128.744,7,0.2,12.8744
6017,"Standard Class","Corporate","United States","Newark","Delaware",19711,"East","Office Supplies","Storage",465.18,3,0,120.9468
7180,"Standard Class","Consumer","United States","San Diego","California",92037,"West","Office Supplies","Art",36.44,4,0,12.0252
8697,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Furniture","Chairs",242.136,3,0.2,12.1068
5043,"First Class","Home Office","United States","New York City","New York",10011,"East","Office Supplies","Labels",9.82,2,0,4.8118
4194,"Standard Class","Consumer","United States","Los Angeles","California",90032,"West","Furniture","Furnishings",9.24,3,0,4.4352
3147,"Standard Class","Consumer","United States","Houston","Texas",77036,"Central","Office Supplies","Binders",12.588,3,0.8,-20.1408
9674,"Second Class","Corporate","United States","Woodland","California",95695,"West","Office Supplies","Labels",3.75,1,0,1.8
3171,"Standard Class","Consumer","United States","Minneapolis","Minnesota",55407,"Central","Office Supplies","Appliances",90.64,8,0,38.9752
79,"Standard Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Art",8.82,3,0,2.3814
8383,"Standard Class","Consumer","United States","Columbia","South Carolina",29203,"South","Office Supplies","Storage",887.84,8,0,17.7568
6961,"Standard Class","Corporate","United States","Richmond","Kentucky",40475,"South","Office Supplies","Art",5.46,3,0,1.4742
8336,"Standard Class","Consumer","United States","New York City","New York",10011,"East","Office Supplies","Art",6.6,3,0,2.904
5509,"Standard Class","Corporate","United States","Phoenix","Arizona",85023,"West","Office Supplies","Paper",419.4,5,0.2,146.79
7004,"Standard Class","Consumer","United States","Richmond","Indiana",47374,"Central","Technology","Phones",259.96,4,0,124.7808
2665,"Standard Class","Home Office","United States","Richmond","Indiana",47374,"Central","Office Supplies","Fasteners",2.52,2,0,0.1008
2168,"Standard Class","Consumer","United States","Mesa","Arizona",85204,"West","Office Supplies","Storage",16.768,2,0.2,1.4672
9251,"Standard Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Paper",8.56,2,0,3.852
3772,"Standard Class","Consumer","United States","Houston","Texas",77070,"Central","Technology","Phones",971.88,3,0.2,109.3365
9363,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Office Supplies","Paper",154.9,5,0,69.705
5783,"Standard Class","Home Office","United States","Tulsa","Oklahoma",74133,"Central","Furniture","Chairs",161.96,2,0,45.3488
7545,"Standard Class","Consumer","United States","Plano","Texas",75023,"Central","Technology","Phones",201.584,2,0.2,20.1584
9676,"Standard Class","Consumer","United States","Springfield","Oregon",97477,"West","Office Supplies","Art",5.248,2,0.2,0.4592
6131,"Standard Class","Consumer","United States","New York City","New York",10009,"East","Office Supplies","Storage",35.48,1,0,0
969,"Second Class","Home Office","United States","Chicago","Illinois",60610,"Central","Office Supplies","Art",7.056,3,0.2,2.205
4505,"Second Class","Consumer","United States","Georgetown","Kentucky",40324,"South","Office Supplies","Storage",584.82,9,0,70.1784
1407,"Standard Class","Consumer","United States","Richmond","Virginia",23223,"South","Office Supplies","Appliances",67.9,5,0,20.37
3851,"Second Class","Corporate","United States","New York City","New York",10024,"East","Office Supplies","Fasteners",14.13,3,0,0.7065
1104,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Technology","Accessories",439.8,4,0,145.134
306,"Standard Class","Corporate","United States","Franklin","Massachusetts",2038,"East","Office Supplies","Binders",122.94,3,0,59.0112
1763,"Standard Class","Home Office","United States","Charlotte","North Carolina",28205,"South","Office Supplies","Storage",348.208,7,0.2,30.4682
8386,"Standard Class","Consumer","United States","Richmond","Virginia",23223,"South","Furniture","Furnishings",82.38,6,0,25.5378
3162,"First Class","Corporate","United States","Riverside","California",92503,"West","Office Supplies","Paper",11.96,2,0,5.8604
707,"Standard Class","Consumer","United States","Houston","Texas",77036,"Central","Technology","Phones",31.92,2,0.2,2.394
6642,"Standard Class","Consumer","United States","Los Angeles","California",90032,"West","Office Supplies","Appliances",114.9,5,0,34.47
182,"Standard Class","Corporate","United States","Los Angeles","California",90004,"West","Office Supplies","Paper",10.86,2,0,5.3214
7530,"Second Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Binders",27.936,4,0.2,9.4284
9198,"Standard Class","Consumer","United States","Houston","Texas",77070,"Central","Technology","Phones",54.368,4,0.2,4.0776
6329,"Standard Class","Home Office","United States","New York City","New York",10011,"East","Office Supplies","Storage",269.49,3,0,5.3898
2314,"Standard Class","Corporate","United States","Vineland","New Jersey",8360,"East","Furniture","Chairs",212.94,3,0,25.5528
8957,"Standard Class","Corporate","United States","Dallas","Texas",75220,"Central","Office Supplies","Binders",11.394,9,0.8,-17.6607
3370,"Standard Class","Corporate","United States","Los Angeles","California",90036,"West","Furniture","Chairs",892.224,3,0.2,89.2224
5101,"Second Class","Home Office","United States","Henderson","Kentucky",42420,"South","Furniture","Furnishings",61,5,0,25.62
1318,"Standard Class","Corporate","United States","New York City","New York",10035,"East","Furniture","Chairs",408.006,2,0.1,72.5344
2759,"Second Class","Corporate","United States","Charlotte","North Carolina",28205,"South","Furniture","Tables",876.3,10,0.4,-292.1
3488,"Same Day","Corporate","United States","Beaumont","Texas",77705,"Central","Office Supplies","Storage",12.768,2,0.2,0.9576
384,"Standard Class","Consumer","United States","Norfolk","Nebraska",68701,"Central","Office Supplies","Binders",17.43,3,0,8.0178
1429,"Second Class","Consumer","United States","Los Angeles","California",90008,"West","Technology","Accessories",119.98,2,0,35.994
6290,"Second Class","Corporate","United States","Laguna Niguel","California",92677,"West","Office Supplies","Paper",34.08,6,0,15.336
9057,"Standard Class","Home Office","United States","Peoria","Arizona",85345,"West","Office Supplies","Binders",4.536,7,0.7,-3.3264
5740,"Second Class","Home Office","United States","Everett","Massachusetts",2149,"East","Office Supplies","Paper",59.94,3,0,28.1718
6378,"Second Class","Consumer","United States","San Diego","California",92037,"West","Technology","Copiers",1199.96,5,0.2,224.9925
7115,"Standard Class","Consumer","United States","Los Angeles","California",90032,"West","Furniture","Chairs",194.352,3,0.2,19.4352
2142,"Standard Class","Corporate","United States","San Francisco","California",94110,"West","Office Supplies","Paper",21.12,4,0,9.504
1205,"Standard Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Art",6.08,2,0,2.0672
8262,"Standard Class","Home Office","United States","New York City","New York",10009,"East","Office Supplies","Art",25.99,1,0,7.5371
7253,"Standard Class","Corporate","United States","Columbus","Georgia",31907,"South","Technology","Accessories",66.36,4,0,23.226
8774,"First Class","Corporate","United States","Overland Park","Kansas",66212,"Central","Office Supplies","Binders",152,5,0,69.92
4425,"Second Class","Consumer","United States","Louisville","Kentucky",40214,"South","Furniture","Chairs",300.98,1,0,87.2842
8115,"Standard Class","Consumer","United States","Little Rock","Arkansas",72209,"South","Technology","Phones",881.93,7,0,229.3018
5010,"Standard Class","Consumer","United States","Newark","Delaware",19711,"East","Office Supplies","Paper",166.44,3,0,79.8912
8725,"Second Class","Consumer","United States","Waynesboro","Virginia",22980,"South","Technology","Phones",284.82,1,0,74.0532
2198,"Standard Class","Consumer","United States","San Diego","California",92037,"West","Furniture","Furnishings",39.88,2,0,11.1664
2504,"Standard Class","Consumer","United States","Chandler","Arizona",85224,"West","Office Supplies","Art",9.344,2,0.2,1.8688
9861,"Standard Class","Corporate","United States","Houston","Texas",77095,"Central","Office Supplies","Art",12.16,5,0.2,2.128
1719,"Second Class","Consumer","United States","Little Rock","Arkansas",72209,"South","Office Supplies","Art",11.16,2,0,4.3524
9803,"Standard Class","Consumer","United States","Alexandria","Virginia",22304,"South","Office Supplies","Storage",24.56,2,0,6.8768
9256,"Standard Class","Consumer","United States","Skokie","Illinois",60076,"Central","Office Supplies","Binders",12.176,4,0.8,-18.8728
1848,"Standard Class","Home Office","United States","Los Angeles","California",90004,"West","Office Supplies","Paper",38.88,6,0,18.6624
9672,"Second Class","Consumer","United States","New York City","New York",10009,"East","Technology","Accessories",132.6,6,0,17.238
7956,"Standard Class","Corporate","United States","San Francisco","California",94110,"West","Furniture","Tables",1421.664,6,0.2,-195.4788
1199,"Standard Class","Consumer","United States","Chula Vista","California",91911,"West","Office Supplies","Envelopes",182.94,3,0,85.9818
3804,"Standard Class","Home Office","United States","Superior","Wisconsin",54880,"Central","Office Supplies","Storage",49.76,4,0,13.9328
1739,"First Class","Corporate","United States","Los Angeles","California",90032,"West","Technology","Phones",71.96,5,0.2,7.196
8490,"Second Class","Consumer","United States","Columbia","Missouri",65203,"Central","Office Supplies","Storage",64.96,2,0,2.5984
9395,"Standard Class","Corporate","United States","New York City","New York",10011,"East","Office Supplies","Storage",77.55,5,0,20.163
2517,"Second Class","Corporate","United States","Chicago","Illinois",60653,"Central","Furniture","Furnishings",51.56,2,0.6,-61.872
8549,"Standard Class","Consumer","United States","New York City","New York",10011,"East","Office Supplies","Storage",83.36,1,0,20.84
9691,"Standard Class","Corporate","United States","New York City","New York",10011,"East","Furniture","Tables",142.182,1,0.4,-37.9152
5327,"Standard Class","Corporate","United States","New York City","New York",10024,"East","Technology","Phones",129.98,2,0,62.3904
108,"Standard Class","Consumer","United States","Des Moines","Iowa",50315,"Central","Office Supplies","Envelopes",6.12,3,0,2.8764
6746,"Standard Class","Consumer","United States","Visalia","California",93277,"West","Office Supplies","Paper",34.24,8,0,15.408
3993,"Standard Class","Home Office","United States","San Francisco","California",94110,"West","Office Supplies","Labels",58.48,8,0,27.4856
9235,"Standard Class","Consumer","United States","Los Angeles","California",90032,"West","Office Supplies","Paper",20.04,3,0,9.6192
4866,"Standard Class","Home Office","United States","Los Angeles","California",90032,"West","Office Supplies","Binders",23.24,5,0.2,7.553
8812,"First Class","Consumer","United States","Fresno","California",93727,"West","Office Supplies","Appliances",176.04,4,0,45.7704
7102,"Standard Class","Home Office","United States","Superior","Wisconsin",54880,"Central","Furniture","Furnishings",47.4,5,0,21.33
5063,"Standard Class","Home Office","United States","New York City","New York",10035,"East","Office Supplies","Storage",344.91,3,0,10.3473
2189,"Standard Class","Consumer","United States","Plano","Texas",75023,"Central","Furniture","Bookcases",193.0656,4,0.32,-19.8744
8051,"Second Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Storage",725.84,4,0,210.4936
2657,"Standard Class","Consumer","United States","Houston","Texas",77041,"Central","Office Supplies","Binders",1088.792,4,0.8,-1850.9464
552,"Second Class","Consumer","United States","Jacksonville","North Carolina",28540,"South","Office Supplies","Paper",10.272,3,0.2,3.21
4780,"Standard Class","Consumer","United States","Atlanta","Georgia",30318,"South","Office Supplies","Paper",286.93,7,0,140.5957
877,"Standard Class","Corporate","United States","New York City","New York",10011,"East","Technology","Machines",78.66,6,0,36.1836
7041,"Standard Class","Home Office","United States","Helena","Montana",59601,"West","Technology","Phones",339.96,5,0.2,42.495
1086,"Standard Class","Consumer","United States","Costa Mesa","California",92627,"West","Furniture","Furnishings",91.96,2,0,15.6332
4663,"First Class","Consumer","United States","New York City","New York",10024,"East","Furniture","Furnishings",47.04,3,0,18.3456
7503,"Standard Class","Home Office","United States","Los Angeles","California",90008,"West","Furniture","Furnishings",20.04,6,0,8.8176
6018,"Second Class","Corporate","United States","Los Angeles","California",90032,"West","Office Supplies","Binders",12.544,2,0.2,4.704
7046,"First Class","Corporate","United States","San Francisco","California",94122,"West","Office Supplies","Binders",137.24,5,0.2,46.3185
711,"First Class","Corporate","United States","Bloomington","Illinois",61701,"Central","Office Supplies","Art",54.336,4,0.2,5.4336
6896,"Standard Class","Corporate","United States","San Francisco","California",94110,"West","Office Supplies","Envelopes",9.78,1,0,4.89
8803,"Standard Class","Consumer","United States","New York City","New York",10035,"East","Office Supplies","Envelopes",8.26,2,0,3.7996
9885,"Second Class","Home Office","United States","Plano","Texas",75023,"Central","Technology","Accessories",13.616,2,0.2,3.5742
6000,"Standard Class","Corporate","United States","Springfield","Virginia",22153,"South","Office Supplies","Appliances",43.26,3,0,14.2758
4346,"Standard Class","Home Office","United States","Great Falls","Montana",59405,"West","Office Supplies","Storage",1126.02,3,0,56.301
8136,"First Class","Home Office","United States","Peoria","Arizona",85345,"West","Office Supplies","Art",15.872,1,0.2,1.984
4443,"Standard Class","Consumer","United States","San Diego","California",92105,"West","Office Supplies","Storage",811.28,8,0,24.3384
3101,"Standard Class","Consumer","United States","Fayetteville","North Carolina",28314,"South","Furniture","Bookcases",451.136,4,0.2,-67.6704
2583,"Second Class","Corporate","United States","Los Angeles","California",90032,"West","Technology","Phones",333.576,3,0.2,33.3576
9558,"Second Class","Corporate","United States","Fairfield","Connecticut",6824,"East","Office Supplies","Labels",13.05,5,0,6.003
4986,"Standard Class","Consumer","United States","Roseville","California",95661,"West","Office Supplies","Binders",76.176,3,0.2,26.6616
9147,"First Class","Corporate","United States","Rapid City","South Dakota",57701,"Central","Furniture","Bookcases",141.96,2,0,39.7488
3684,"Same Day","Consumer","United States","Houston","Texas",77095,"Central","Technology","Phones",55.176,3,0.2,-12.4146
5130,"Standard Class","Consumer","United States","Dover","Delaware",19901,"East","Technology","Accessories",45,3,0,4.95
8797,"Standard Class","Consumer","United States","Lakeville","Minnesota",55044,"Central","Office Supplies","Fasteners",35,7,0,16.8
7283,"Standard Class","Corporate","United States","Springfield","Virginia",22153,"South","Technology","Accessories",20.7,3,0,1.656
7574,"Standard Class","Corporate","United States","Rancho Cucamonga","California",91730,"West","Office Supplies","Labels",5.76,2,0,2.6496
7632,"First Class","Home Office","United States","Houston","Texas",77041,"Central","Office Supplies","Art",175.44,6,0.2,52.632
5723,"First Class","Consumer","United States","Houston","Texas",77041,"Central","Technology","Phones",150.384,2,0.2,15.0384
3444,"Second Class","Corporate","United States","Salinas","California",93905,"West","Office Supplies","Binders",29.8,5,0.2,9.3125
8317,"Second Class","Consumer","United States","Everett","Massachusetts",2149,"East","Furniture","Bookcases",782.94,3,0,203.5644
8274,"Same Day","Consumer","United States","Louisville","Kentucky",40214,"South","Office Supplies","Fasteners",10.74,3,0,5.2626
7525,"Standard Class","Corporate","United States","Richmond","Kentucky",40475,"South","Office Supplies","Paper",5.78,1,0,2.8322
6558,"Standard Class","Corporate","United States","Los Angeles","California",90049,"West","Office Supplies","Supplies",16.9,2,0,5.07
3131,"Standard Class","Consumer","United States","New York City","New York",10035,"East","Technology","Phones",25.98,2,0,0.7794
5952,"Same Day","Home Office","United States","Glendale","Arizona",85301,"West","Furniture","Chairs",113.888,2,0.2,9.9652
5943,"Standard Class","Corporate","United States","Dallas","Texas",75217,"Central","Office Supplies","Paper",41.92,4,0.2,15.196
1860,"Second Class","Corporate","United States","Phoenix","Arizona",85023,"West","Office Supplies","Labels",16.52,5,0.2,5.369
3967,"Standard Class","Corporate","United States","Milwaukee","Wisconsin",53209,"Central","Office Supplies","Paper",219.84,4,0,107.7216
9760,"First Class","Corporate","United States","San Diego","California",92037,"West","Office Supplies","Envelopes",4.08,2,0,1.9176
3425,"First Class","Consumer","United States","New York City","New York",10009,"East","Technology","Phones",239.97,3,0,2.3997
1749,"Second Class","Consumer","United States","Lawrence","Massachusetts",1841,"East","Office Supplies","Art",39.66,2,0,11.898
3298,"Standard Class","Corporate","United States","Chicago","Illinois",60610,"Central","Technology","Phones",239.976,3,0.2,26.9973
3246,"Second Class","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Storage",36.63,3,0,9.8901
2849,"Standard Class","Consumer","United States","New Albany","Indiana",47150,"Central","Office Supplies","Labels",75.18,6,0,35.3346
2902,"First Class","Consumer","United States","Freeport","Illinois",61032,"Central","Furniture","Furnishings",10.476,3,0.6,-6.8094
3680,"First Class","Corporate","United States","Los Angeles","California",90008,"West","Technology","Phones",583.8,5,0.2,72.975
6029,"Standard Class","Home Office","United States","Dallas","Texas",75081,"Central","Office Supplies","Binders",6.888,3,0.8,-11.0208
6385,"Second Class","Home Office","United States","Jackson","Mississippi",39212,"South","Office Supplies","Binders",45.84,8,0,22.0032
1237,"Standard Class","Home Office","United States","Chicago","Illinois",60610,"Central","Office Supplies","Paper",17.472,3,0.2,5.6784
435,"First Class","Consumer","United States","Waterbury","Connecticut",6708,"East","Office Supplies","Supplies",65.17,7,0,18.8993
4686,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Technology","Accessories",16.36,1,0,1.636
5915,"Standard Class","Consumer","United States","New York City","New York",10011,"East","Office Supplies","Paper",14.94,3,0,7.0218
5498,"Second Class","Consumer","United States","Meriden","Connecticut",6450,"East","Office Supplies","Paper",79.92,4,0,37.5624
1637,"Standard Class","Home Office","United States","Louisville","Kentucky",40214,"South","Furniture","Furnishings",20.94,3,0,6.0726
490,"Standard Class","Corporate","United States","Monroe","North Carolina",28110,"South","Technology","Phones",71.984,2,0.2,25.1944
5394,"Standard Class","Home Office","United States","Bloomington","Indiana",47401,"Central","Office Supplies","Storage",169.45,5,0,42.3625
1552,"Second Class","Home Office","United States","San Francisco","California",94109,"West","Technology","Accessories",36.32,1,0,10.896
4699,"Standard Class","Corporate","United States","Tempe","Arizona",85281,"West","Office Supplies","Storage",79.4,5,0.2,5.955
9637,"Standard Class","Corporate","United States","Phoenix","Arizona",85023,"West","Furniture","Furnishings",87.96,3,0.2,7.6965
527,"Second Class","Corporate","United States","New York City","New York",10024,"East","Furniture","Tables",313.722,3,0.4,-99.3453
2859,"Standard Class","Home Office","United States","Columbus","Georgia",31907,"South","Furniture","Furnishings",76.92,4,0,31.5372
7160,"Standard Class","Consumer","United States","San Diego","California",92105,"West","Furniture","Chairs",225.568,2,0.2,2.8196
8591,"Standard Class","Consumer","United States","Houston","Texas",77095,"Central","Technology","Accessories",46.864,2,0.2,7.6154
2029,"Second Class","Consumer","United States","Los Angeles","California",90045,"West","Furniture","Furnishings",282.84,4,0,19.7988
1828,"Standard Class","Home Office","United States","Peoria","Arizona",85345,"West","Office Supplies","Binders",9.156,2,0.7,-6.104
8732,"Standard Class","Consumer","United States","Chicago","Illinois",60623,"Central","Office Supplies","Appliances",75.6,2,0.8,-166.32
8002,"Standard Class","Corporate","United States","Camarillo","California",93010,"West","Furniture","Bookcases",509.9575,5,0.15,41.9965
8531,"First Class","Consumer","United States","Los Angeles","California",90049,"West","Office Supplies","Fasteners",3.96,2,0,0.0792
3431,"Standard Class","Corporate","United States","Grapevine","Texas",76051,"Central","Office Supplies","Fasteners",8.04,5,0.2,2.9145
9970,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Furniture","Tables",629.064,3,0.2,31.4532
8248,"Standard Class","Corporate","United States","Los Angeles","California",90036,"West","Technology","Phones",73.584,2,0.2,8.2782
4316,"Standard Class","Corporate","United States","Mesa","Arizona",85204,"West","Office Supplies","Binders",72.588,2,0.7,-48.392
5543,"First Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Art",123.92,4,0,33.4584
696,"Standard Class","Consumer","United States","San Francisco","California",94122,"West","Furniture","Furnishings",58.2,3,0,28.518
2518,"Standard Class","Corporate","United States","Little Rock","Arkansas",72209,"South","Office Supplies","Fasteners",12.67,7,0,4.5612
9992,"Same Day","Consumer","United States","New York City","New York",10024,"East","Office Supplies","Storage",44.94,3,0,12.5832
8637,"Standard Class","Consumer","United States","Yonkers","New York",10701,"East","Furniture","Tables",836.592,8,0.4,-264.9208
9694,"Standard Class","Corporate","United States","Newark","Delaware",19711,"East","Furniture","Furnishings",83.92,4,0,5.8744
