"id","date","location","min_temp","max_temp","rainfall","evaporation","sunshine","wind_gust_dir","wind_gust_speed","wind_dir9am","wind_dir3pm","wind_speed9am","wind_speed3pm","humidity9am","humidity3pm","pressure9am","pressure3pm","cloud9am","cloud3pm","temp9am","temp3pm","rain_today","rain_tomorrow"
45598,2009-02-04,"Newcastle",21.4,31,0,NA,NA,NA,NA,"SE","SE",4,7,76,62,NA,NA,6,1,25,29.4,0,0
13343,2012-09-20,"Dartmoor",8.5,21.9,0,NA,NA,"NNE",44,"ENE","NW",15,20,72,58,1009.2,1003.4,NA,NA,15.4,20.8,0,0
6795,2013-05-04,"Nhil",6.9,17.4,0,NA,NA,"SSE",43,"SSE","SSE",19,20,65,33,1027.3,1025.1,NA,NA,10.8,16.6,0,0
33689,2015-07-20,"PearceRAAF",13.4,20.5,17.6,NA,NA,"WSW",59,"N","WNW",11,28,97,71,1009.3,1006.5,6,5,15.2,18.1,1,1
37494,2010-06-18,"GoldCoast",16.1,20.2,2.2,NA,NA,"NW",19,"WSW","NNW",7,9,95,74,1018.4,1015.1,NA,NA,17.7,19.3,1,0
10466,2015-01-17,"Brisbane",24,35.3,0,NA,NA,"ENE",24,"WSW","NNE",6,9,67,60,1009.4,1005.6,1,3,29,32,0,0
29564,2014-09-16,"Uluru",14.6,31.7,0,NA,NA,"ENE",46,"E","NE",31,19,30,14,1018.5,1013.2,1,NA,21.2,30.1,0,0
29402,2014-08-26,"MountGinini",-1,2.3,13.8,NA,NA,"ESE",61,"E","E",33,19,98,98,NA,NA,NA,NA,0.7,2.2,1,0
23116,2016-08-02,"AliceSprings",2.7,15.9,0,NA,NA,"SSE",56,"SSE","SE",28,24,61,23,1025.6,1022.4,NA,NA,8.8,15.2,0,0
27100,2015-03-20,"Perth",14.6,31,0,NA,NA,"SSW",33,"E","NE",9,7,56,31,1020.4,1014.8,0,1,20.6,30.4,0,0
6866,2017-06-19,"Albury",-0.2,14.7,0,NA,NA,"ENE",11,NA,"SSE",0,6,100,64,1033.8,1030.4,8,NA,4.4,13.6,0,0
17799,2011-11-29,"Ballarat",16.3,29.5,0.2,NA,NA,"NW",61,"N","NNW",33,20,49,45,1006.4,1006.8,6,5,22.9,24.6,0,1
30087,2016-11-20,"MountGambier",8.9,29.9,0,NA,NA,"N",26,"NE","NW",9,9,87,55,1015.6,1011.6,2,7,19.3,28,0,0
15941,2012-05-02,"SydneyAirport",12.4,25.5,0,NA,NA,"WNW",37,"NW","NE",11,19,67,53,1023,1018.1,1,5,17,23.4,0,0
14291,2015-04-29,"Richmond",8.2,19.7,0,NA,NA,"SE",28,NA,"ESE",0,15,83,65,1030.9,1028.4,6,8,14.1,18.7,0,0
3205,2009-03-03,"Townsville",22.9,31,0,NA,NA,"E",39,"ESE","NE",13,24,61,59,1013.1,1010,2,6,28.7,29.8,0,0
45784,2016-04-20,"GoldCoast",17.7,27.9,0,NA,NA,"SSE",39,"SSW","SE",13,31,66,70,1021.6,1019.7,NA,NA,24,26.1,0,0
21098,2013-06-07,"PerthAirport",6.7,21.5,0,TRUE,NA,"NNE",31,"NNW","NE",7,9,77,36,1025.6,1021.1,2,7,13.4,21.3,0,0
17252,2011-01-01,"Richmond",17.5,38.2,0,NA,NA,"E",30,"NE","ENE",4,11,77,23,1013.4,1008.8,NA,NA,24.3,37,0,0
25958,2013-11-25,"Canberra",7.4,20.6,1.2,NA,NA,"S",44,"S","SE",28,17,63,58,1009.5,1009.9,1,8,15.2,17.7,1,0
2179,2016-10-25,"CoffsHarbour",8.3,23.7,0,NA,NA,"NE",41,"SSE","ENE",7,26,56,60,1019.9,1017,NA,NA,19.8,22.8,0,0
17489,2014-03-13,"MountGinini",7.7,15,0,NA,NA,"NW",26,"NNE","WNW",11,9,98,98,NA,NA,NA,NA,8.8,12.2,0,0
12974,2013-01-08,"PerthAirport",25.3,39.4,0.4,NA,NA,"NE",50,"E","WSW",9,30,34,55,1011,1008.8,5,7,32.8,32,0,0
47030,2014-02-23,"Melbourne",14.2,23.8,NA,NA,NA,"S",31,"SE","S",11,13,60,49,1023.8,1020.5,NA,NA,16.5,22.8,NA,0
1896,2014-06-29,"Albany",9.5,16.9,0.4,NA,NA,NA,NA,"N","NE",6,4,84,59,1028.1,1024.7,7,7,11.2,16.1,0,0
37551,2015-06-08,"MountGambier",12,17,0.6,NA,NA,"W",67,"NNW","NW",17,39,82,69,1015.5,1012.6,7,7,13.6,15.6,0,1
1535,2010-06-05,"Perth",13.9,20.7,0,NA,NA,"ENE",30,"E","ENE",7,9,78,51,1024.1,1022.1,7,5,15.2,19.3,0,0
19738,2015-02-15,"Brisbane",21.1,28.8,0.2,NA,NA,"E",24,"W","E",4,11,72,49,1018.5,1014.9,6,3,24.1,27.9,0,0
5206,2015-01-03,"Sydney",22,28.8,0,NA,NA,"NE",48,"E","NE",15,22,76,70,1020.2,1017.5,3,1,26.3,27.7,0,0
9042,2013-10-02,"Mildura",7.6,22.5,0,NA,NA,"WSW",67,"NNW","WNW",26,35,38,29,1012.4,1008.9,5,7,16.5,22.3,0,1
47130,2010-01-15,"PearceRAAF",17.2,35.8,0,NA,NA,"E",52,"SE","SE",20,19,45,17,1016,1013.6,0,NA,24.6,34.9,0,0
41090,2012-06-20,"Melbourne",4.7,13.6,0,NA,NA,"N",83,"N","N",30,46,56,56,1018.3,1010.4,6,7,9,11.7,0,1
2806,2013-04-04,"Sydney",15.7,20.9,61.4,NA,NA,"SSW",31,"SE","SE",17,9,93,89,1028.2,1027.8,8,8,16.6,17.7,1,1
8446,2008-07-23,"Sydney",5.5,14.7,0,NA,NA,NA,NA,"W","SSW",22,19,67,61,1031.5,1029.6,6,6,7,14.1,0,1
15586,2009-06-06,"Albury",1.7,10.5,0.2,NA,NA,"ESE",11,"E",NA,4,0,99,91,1015.2,1011.1,8,8,4.7,10.2,0,1
6739,2010-05-30,"Darwin",24.5,31.9,0,NA,NA,"ESE",39,"ESE","ENE",24,20,76,56,1014.1,1010.7,3,7,27.3,30.9,0,0
20839,2015-02-24,"SydneyAirport",22,24.1,0,NA,NA,"S",63,"SSW","S",17,43,87,74,1014.8,1015.2,7,6,22.6,23,0,0
874,2012-04-27,"Adelaide",8.6,19.4,0,NA,NA,"SW",19,NA,"WSW",0,2,79,64,1025.9,1023.2,NA,NA,14.3,18.3,0,0
15,2013-09-05,"PearceRAAF",6.5,20.5,0,NA,NA,"SW",24,"ENE","E",13,9,54,42,1027.2,1024.2,4,3,15.4,19.4,0,0
22959,2011-06-13,"Tuggeranong",6.8,13.9,0,NA,NA,"SSE",41,"S","S",20,17,66,55,1027.9,1024.8,NA,NA,8.7,12.8,0,0
12855,2012-07-15,"WaggaWagga",6,11.1,3,NA,NA,"WNW",39,"W","W",20,19,89,59,1021.2,1022.4,8,7,6.2,10.2,1,0
33222,2014-06-07,"Newcastle",11.5,19,26,NA,NA,NA,NA,"SW",NA,4,0,66,69,NA,NA,5,6,14.6,18,1,0
17102,2013-11-23,"MelbourneAirport",9.5,19,0,NA,NA,"WSW",54,"WSW","SW",19,24,79,74,1007.4,1006.7,7,7,14.4,14.9,0,1
37356,2017-06-08,"MountGinini",-1.4,7.9,0,NA,NA,"ESE",46,"SW","W",4,7,98,84,NA,NA,NA,NA,3.5,6.8,0,1
29607,2013-10-29,"Katherine",25,39.5,0,NA,NA,"ESE",33,"W","SE",7,19,62,26,1013.9,1007.5,0,5,30.5,37.3,0,0
29059,2014-10-16,"Richmond",5.7,23.8,0.2,NA,NA,"NW",43,"NNE","W",7,28,77,28,1018.6,1015.3,NA,NA,11.9,23.3,0,0
31923,2014-01-02,"Moree",24.8,39.9,0,NA,NA,"NNE",50,"N","N",28,19,44,27,1008.6,1004.6,7,5,29.4,38.1,0,0
41740,2009-11-13,"SalmonGums",17.5,38.3,0.6,NA,NA,"W",50,"N","NNW",26,15,39,19,NA,NA,NA,NA,29.9,36.9,0,1
31965,2011-03-04,"Cobar",15.9,30.9,0,NA,NA,"ESE",31,"SE","SSW",11,13,44,13,1012.7,1010.9,7,7,19.1,28.7,0,0
40941,2017-05-24,"MountGinini",1.7,5.5,5.4,NA,NA,"WSW",57,"WSW","WSW",15,11,98,95,NA,NA,NA,NA,2.6,3,1,0
27828,2012-09-02,"Witchcliffe",9.3,18.9,2.6,NA,NA,"N",50,"N","NW",13,22,NA,NA,1016.9,1013.4,NA,NA,14.9,17.5,1,1
21293,2009-06-28,"Brisbane",8.8,20.4,0,NA,NA,"NW",24,"WSW","WNW",7,9,67,54,1008.8,1006.8,1,5,17.4,19.2,0,0
23920,2010-04-20,"Walpole",14.6,23.6,0.2,NA,NA,"SW",30,"WNW","SW",9,15,99,64,1013.6,1012.7,NA,NA,17.9,21.1,0,1
15800,2017-06-02,"Williamtown",6.7,18.3,0,NA,NA,"SSW",43,"WNW","SSW",17,28,65,55,1032,1029.9,NA,8,11.8,16.7,0,1
21331,2015-12-09,"SalmonGums",6.4,29.5,0,NA,NA,"SSE",44,"ENE","SSW",4,20,50,32,NA,NA,NA,NA,21,27.6,0,0
1477,2016-12-18,"Tuggeranong",11,24.1,0,NA,NA,"ENE",41,"SSW","ESE",15,11,59,31,1016.6,1015.1,NA,NA,15,22.8,0,0
2426,2010-03-10,"Richmond",13,20.7,0,NA,NA,"SSE",33,"SW","SSE",6,15,76,73,1021.6,1023.1,NA,NA,17.8,19.5,0,0
18187,2016-05-08,"Cobar",18,21,6.8,NA,NA,"NNE",43,"NE","NNE",24,20,67,92,1011.8,1008.8,8,8,20,17.1,1,1
33539,2009-03-19,"Canberra",9,28.3,0,NA,NA,"E",30,NA,"NW",0,20,62,17,1016.6,1014.1,7,2,12,27,0,0
46082,2015-01-31,"Townsville",23,32.3,1.8,NA,NA,"NE",31,"ESE","NE",6,24,71,62,1008.1,1005.2,2,3,29.6,31.4,1,0
32099,2014-02-06,"MelbourneAirport",14.2,35.3,0,NA,NA,"N",67,"N","NNE",50,31,33,19,1015.1,1011.4,6,3,23,33.9,0,0
31746,2014-08-25,"BadgerysCreek",6.9,21.1,0,NA,NA,"E",28,"W","E",4,15,89,62,1025.9,1021.7,NA,NA,13.4,18.2,0,1
11019,2011-03-26,"AliceSprings",9,25.3,0,NA,NA,"ESE",48,"ESE","SE",19,28,59,26,1018.7,1014.8,0,0,17.1,25,0,0
12822,2010-07-31,"PerthAirport",7,19.5,0,NA,NA,"ENE",26,"NE","S",11,11,90,55,1030.6,1029.7,1,7,11.4,18.5,0,0
11016,2008-09-13,"Melbourne",16.3,25.5,0,NA,NA,"N",70,"N","N",43,39,45,27,1008.6,1003.7,8,0,17.9,25.3,0,0
44992,2015-05-04,"Dartmoor",6.9,22.6,0,NA,NA,"N",59,"NNE","N",15,26,NA,NA,1012.1,1004.6,NA,NA,12.9,21.7,0,1
44473,2016-03-07,"WaggaWagga",20.7,36.9,0,NA,NA,"ENE",28,"ENE","E",17,9,50,21,1019.7,1016.9,1,1,25.9,35.6,0,0
41985,2012-03-17,"Watsonia",10.7,21.3,2.8,NA,NA,"S",35,"WSW","SSW",2,15,87,53,1019.1,1019.5,2,5,13.5,19.3,1,0
31382,2014-11-16,"Katherine",24.3,38.5,3,NA,NA,"WNW",30,"WNW","SSW",9,11,68,32,1012.5,1006.3,7,3,29.8,36,1,0
4382,2017-06-09,"Brisbane",10.9,23.2,0,NA,NA,"W",19,"SW","SW",6,7,58,52,1021.6,1019.5,1,6,17.4,22,0,0
9567,2011-01-20,"Darwin",24.8,31.8,7.2,NA,NA,"WNW",44,"NW","WNW",19,19,84,76,1006,1003.9,7,7,28,29.9,1,1
2818,2014-11-03,"Dartmoor",1.1,25.5,0,NA,NA,"NNW",33,"ENE","NNE",11,7,88,32,1024,1019.8,NA,NA,12.1,23.7,0,0
46886,2014-06-06,"Cairns",22.7,28.4,1,NA,NA,"SE",59,"ESE","SE",28,35,67,65,1015.9,1013.4,3,5,26,26,0,1
7387,2013-08-19,"Ballarat",-0.1,7.6,0.8,NA,NA,"SW",57,"WNW","W",28,30,81,76,1010.4,1011.2,8,8,4.7,5.9,0,1
45194,2014-08-06,"BadgerysCreek",-0.4,20.9,0,NA,NA,"WSW",22,"WNW","N",6,7,77,36,1032.8,1025.9,NA,NA,8.3,20.3,0,0
13409,2017-04-13,"Darwin",21.6,31.7,3.4,NA,NA,"NNE",37,"N","NNE",13,13,78,56,1011.9,1009.2,5,3,27.7,31.4,1,0
27427,2013-03-14,"SydneyAirport",20.9,23.3,0,NA,NA,"SSW",56,"W","SSW",9,24,77,77,1012.2,1011.4,6,7,22.2,22.7,0,1
24032,2013-06-15,"Portland",10.2,14.9,2.8,TRUE,NA,"SE",37,"S","SE",17,20,89,70,1023,1022.8,8,7,12,13.8,1,1
7944,2013-05-19,"Hobart",7,12.9,0.8,NA,NA,"SW",44,"NNE","WSW",9,15,63,47,1014.6,1013.9,NA,NA,9.3,11.4,0,0
16686,2014-10-01,"MountGinini",-4.4,7.7,0.2,NA,NA,"WSW",74,"SW","WSW",24,11,60,45,NA,NA,NA,NA,0.4,6.5,0,0
38137,2012-01-26,"Adelaide",19.2,32,0,NA,NA,"SE",43,"SSE","SE",13,20,50,38,1015.3,1013,NA,NA,22.8,31.6,0,0
33126,2014-06-12,"Darwin",16.1,30.4,0,NA,NA,"SE",26,"SSE","WNW",15,13,53,28,1010.5,1007.7,1,4,22.3,29.6,0,0
39098,2016-08-17,"Uluru",7.1,28.2,0,NA,NA,"NE",35,"SE","NE",9,20,41,18,1021.6,1017,NA,NA,16.7,27.1,0,0
33344,2015-01-31,"AliceSprings",18.2,37,0,NA,NA,"SSW",35,"ENE","WSW",19,7,27,16,1008.6,1006,1,4,29.6,35.1,0,0
10024,2014-09-25,"Sale",12.2,19.7,12.2,NA,NA,"WSW",56,"W","WSW",13,30,91,57,1015.5,1014.7,7,3,14.5,18.9,1,0
18744,2014-11-17,"Cairns",18.8,31.3,0,NA,NA,"NNE",28,"NE","NE",13,15,53,53,1013.6,1010.2,1,0,28.1,29.2,0,0
40319,2009-04-22,"BadgerysCreek",13.7,21.9,8.4,NA,NA,"SE",39,"SW","SSE",17,20,85,60,1024.8,1022.8,NA,NA,17.3,19.4,1,1
40949,2015-07-25,"Mildura",6.5,16.5,0,NA,NA,"NW",43,"NNW","NW",13,22,81,45,1019.2,1016.7,5,4,9.7,16.2,0,0
30027,2012-08-28,"MountGinini",0,6.9,0,NA,NA,"NW",50,"W","NW",17,9,8,50,NA,NA,NA,NA,3.6,6.9,0,0
46152,2011-11-12,"Albany",11.8,21.6,0,NA,NA,NA,NA,"WNW","WSW",13,31,62,67,1017.6,1015.1,8,5,18.7,20.1,0,0
42343,2014-03-16,"Sale",11.9,20.8,14.6,NA,NA,"W",67,"W","WNW",35,41,57,38,1004,1004.4,7,5,14.3,19.2,1,0
1675,2012-02-24,"Brisbane",20.1,27.1,10.4,NA,FALSE,"SSE",24,"SE","ESE",6,9,92,94,1020.1,1018.6,8,8,21.4,22.3,1,1
3247,2015-08-09,"BadgerysCreek",0.3,16.9,0,NA,NA,"NE",26,"SW","NE",4,13,100,50,NA,NA,NA,NA,7.3,16.6,0,0
10528,2009-08-25,"MountGinini",-4.5,-2.4,5.4,NA,NA,"WNW",109,"W","WNW",35,33,97,98,NA,NA,NA,NA,-4.2,-2.8,1,1
12616,2015-03-14,"Newcastle",15.7,25.2,2.6,NA,NA,NA,NA,NA,"S",0,9,73,51,NA,NA,1,3,20.2,24.5,1,0
47110,2010-02-20,"Dartmoor",12.4,37.5,0,NA,NA,"NW",74,"N","NW",22,39,39,19,1011.2,1006,NA,NA,24.8,36,0,0
49180,2016-09-06,"Newcastle",7.4,23.3,0,NA,NA,NA,NA,"NW",NA,9,NA,84,NA,NA,NA,0,NA,14.2,NA,0,0
4338,2017-02-19,"Townsville",25.7,32.7,0,NA,NA,"WSW",33,"NW","N",13,22,69,64,1010.1,1005.9,7,5,29.3,30.6,0,1
5281,2011-06-11,"MountGinini",-2.9,1,0.2,NA,NA,"ESE",41,"ESE",NA,7,NA,99,NA,NA,NA,NA,NA,-2.2,NA,0,0
41655,2013-10-22,"CoffsHarbour",18.5,28.8,0,NA,NA,"NE",56,"NW","NE",22,41,63,58,1015.8,1012.3,0,1,25.6,26,0,0
27300,2012-02-24,"Cairns",23.8,32.1,2.8,NA,NA,"S",31,"SSE","ESE",20,17,76,58,1011.7,1008.5,4,5,27.5,31.4,1,1
19075,2010-10-10,"Hobart",6.1,19.9,0.4,NA,NA,"N",43,"NNW","NNE",20,24,60,39,1034.7,1031.4,2,3,11.2,18.9,0,0
12455,2011-07-06,"Brisbane",7.2,21.4,0,NA,NA,"WSW",31,"WSW","W",11,13,35,26,1016.2,1012.8,0,0,16.3,20.9,0,0
36216,2010-12-22,"Tuggeranong",5.7,24.3,0,NA,NA,"ENE",30,"W","NNE",6,11,73,43,1018.2,1015.6,NA,NA,14.7,22.4,0,0
43586,2015-05-20,"Nuriootpa",9.6,13.5,0,NA,NA,"W",43,"WSW","SW",19,20,87,72,1018.3,1019.1,7,6,10.8,11.4,0,0
39267,2010-05-24,"Moree",9.6,20.9,0,NA,NA,"NNE",35,"NE","NNW",19,11,62,62,1018.3,1014.8,7,8,16,18.8,0,0
21589,2015-09-25,"PerthAirport",12.2,22.6,0,NA,NA,"W",39,"SSW","WSW",22,20,62,45,1021.2,1019.4,1,1,18.9,21.8,0,0
18580,2015-03-10,"MelbourneAirport",14.3,23.3,0,NA,NA,"SSE",33,"SW","S",9,13,66,40,1018.4,1016.2,7,1,15.6,22.6,0,0
28908,2012-07-30,"Newcastle",6.9,15.5,0,NA,NA,NA,NA,"W","SW",9,15,55,40,NA,NA,1,2,11.4,14.6,0,1
6649,2012-11-05,"Cairns",23.5,32.7,0,NA,NA,"SE",37,"ESE","SE",22,30,52,48,1015.6,1011.3,3,1,29.6,30.3,0,1
31381,2009-05-18,"BadgerysCreek",5.7,20.9,0,NA,NA,"NE",28,"SW","NNE",9,17,75,55,1026,1023.4,NA,NA,13.3,19.2,0,0
32023,2012-10-25,"MountGinini",7.3,16.6,0,NA,NA,"WNW",69,"NW","WNW",30,31,53,37,NA,NA,NA,NA,10.7,16,0,0
8255,2011-08-04,"Ballarat",11.1,16.2,0,NA,NA,"NNE",44,"NNE","N",20,20,58,56,1018.5,1018.4,6,6,12.3,15,0,0
15750,2013-10-27,"NorahHead",14.8,24.9,0,NA,NA,"ENE",30,"N","ENE",6,24,61,61,1022.7,1020,NA,NA,19.8,20.9,0,0
1946,2010-01-16,"NorahHead",20.3,28.9,0,NA,NA,NA,NA,NA,NA,NA,NA,77,72,1014,1009.9,NA,NA,23.1,26.7,0,0
41707,2016-09-27,"PearceRAAF",10.4,20.2,1.6,NA,NA,"WNW",63,"NNW","SW",17,17,84,90,1013.8,1011.1,8,8,15.9,13.9,1,1
9736,2010-12-13,"MountGambier",10.1,21.2,0.4,NA,NA,"WSW",39,"NW","W",15,17,69,63,1015.4,1014.8,7,7,16.1,18.6,0,0
49689,2015-05-05,"Albany",9.2,17.5,3.5,NA,NA,NA,NA,"NW","WNW",7,9,82,75,1026.6,1025.1,6,6,14.2,15.1,1,1
30465,2009-11-16,"Melbourne",17.1,22.7,0,NA,NA,"SSW",50,"SW","SSE",31,24,62,52,1008.7,1007.7,7,1,19.7,20.6,0,0
42030,2010-12-20,"Launceston",9.2,21.7,8,NA,NA,"SE",48,"S","SSE",15,7,72,48,997.9,996.1,NA,NA,14.7,20.6,1,1
5454,2014-08-06,"PearceRAAF",11.8,25.1,0,NA,NA,"NNE",39,"NNE","NNW",17,15,32,28,1024.7,1020.9,0,0,17.7,24.7,0,1
43171,2015-08-02,"CoffsHarbour",10,27.2,0,NA,NA,"NNE",37,"NW","N",22,24,42,35,1018.8,1014.2,NA,NA,20.5,26,0,0
20828,2016-10-21,"Hobart",10.1,15.2,1,NA,NA,"NNW",76,"NW","WNW",30,13,66,45,1000.7,1005.8,8,7,15.2,15,0,1
34414,2015-05-29,"Launceston",3.4,13,12.5,NA,NA,"NNW",33,"NNW","NNW",9,19,79,64,NA,NA,NA,8,7.7,12.9,1,1
44906,2009-08-28,"Sale",5.8,20.3,0,NA,NA,"WNW",39,"W","NNW",11,17,56,38,1011.8,1009.6,1,5,14.3,18.6,0,1
8605,2009-08-04,"Sale",3,16.2,0.6,NA,NA,"NW",56,"N","NW",13,35,55,47,1016.8,1014.7,1,6,10.8,14.7,0,1
22086,2009-08-18,"Mildura",2.4,21.1,0,NA,NA,"NNE",24,"NNE","NNE",9,17,56,30,1028.4,1024.4,1,0,10.1,20.5,0,0
10158,2017-01-16,"CoffsHarbour",19,27.5,21.6,NA,NA,"SSE",39,"SW","S",24,19,94,76,1017.3,1016,8,8,19.9,24.4,1,0
9511,2010-03-17,"Sydney",15.6,26,0,NA,NA,NA,NA,"W","E",13,19,80,54,1025.7,1024.5,0,1,18.8,24.4,0,0
36099,2014-10-15,"Canberra",6.3,15.9,15.2,NA,NA,"S",59,"S","S",24,22,62,40,1015.9,1014.3,NA,4,8,14.1,1,0
17529,2011-09-05,"Sale",8.1,18.7,0,NA,NA,"E",37,"N","E",7,28,74,61,1023.6,1018.2,3,3,14.8,16.8,0,0
44193,2016-12-28,"Cobar",26.3,39.4,0,NA,NA,"N",52,"NNE","NNW",28,26,NA,NA,1008.1,1005.3,NA,NA,29.1,37.7,0,0
45717,2010-10-25,"Townsville",19.9,29.2,0,NA,NA,"NE",37,"SE","ENE",11,30,63,66,1015.5,1012.3,2,1,26.7,27.1,0,0
30606,2015-11-20,"Portland",12.6,18.1,2,NA,NA,"W",43,"W","W",11,28,93,74,1014.1,1014.2,8,8,14.4,16.6,1,0
25860,2010-06-23,"Ballarat",2.3,11.8,0,NA,NA,"NNE",41,"NNE","NNE",26,19,84,74,1034.8,1031.3,7,8,9,11,0,0
11255,2009-05-14,"Penrith",4.7,21.5,0,NA,NA,"W",43,"NE","W",11,20,64,35,NA,NA,NA,NA,15.1,19.9,0,0
15974,2010-10-05,"Witchcliffe",8.5,19.1,0,NA,NA,"SW",46,"WSW","SSW",17,30,68,53,1022.3,1024.3,NA,NA,17.2,16.4,0,0
11709,2017-02-14,"Tuggeranong",13.2,27.4,0,NA,NA,"E",39,"S","ESE",13,7,56,29,1014.3,1012,NA,NA,16.5,26.3,0,0
8339,2014-11-28,"Penrith",16.3,27,0,NA,NA,"ENE",33,"SSE","SE",7,13,52,37,NA,NA,NA,NA,20,25.9,0,0
13943,2015-09-17,"Nhil",3,16,0.2,NA,NA,"SW",41,"SSW","SSW",19,28,100,54,1025.7,1026.1,NA,NA,9.3,14.8,0,0
40269,2011-07-01,"Sale",-0.1,15.1,0.2,NA,NA,"E",17,"WNW","ENE",2,13,96,64,1031.5,1027.6,5,5,2.2,13.6,0,0
30897,2016-01-05,"Hobart",14.3,20.9,0,NA,NA,"SE",26,"NE","ESE",11,13,67,50,1024.8,1020.9,7,7,16.9,20,0,0
24139,2014-03-15,"BadgerysCreek",14.9,29.6,0,NA,NA,"NW",78,NA,"NE",0,7,92,49,1012.8,1007.9,NA,NA,18.3,28,0,1
17206,2012-08-14,"MountGambier",8.6,14.5,3.8,NA,NA,"N",43,"WNW","WSW",13,24,95,69,1015.3,1016.2,7,8,10.7,11.6,1,1
40426,2015-06-08,"Woomera",6.2,21.7,0,NA,NA,"W",26,"WNW","W",9,20,64,27,1024.9,1022.3,0,0,12.2,21,0,0
11891,2013-07-20,"Townsville",17.4,27,0,NA,NA,"ENE",31,"SE","ENE",7,20,82,70,1015.8,1012.5,3,2,22.8,25.2,0,0
8548,2009-01-08,"MelbourneAirport",9.7,18.4,0.2,NA,NA,"SE",56,"SSW","SSE",28,35,51,42,1017.4,1018.9,2,5,14.5,17.7,0,0
9529,2008-04-30,"Sydney",8.4,19.6,0,NA,NA,NA,NA,"W","E",15,17,68,50,1024.2,1021.3,1,3,11.6,18.1,0,0
16487,2013-11-06,"NorfolkIsland",14.9,20.7,2.2,NA,NA,"WSW",52,"WSW","SW",30,28,66,52,1014.3,1013.7,5,2,18.2,19.4,1,0
49675,2012-05-15,"Bendigo",4.6,16.6,0,NA,NA,"SSW",35,"SW","SSE",13,13,76,51,1028.4,1026,1,6,11,15.8,0,0
40948,2011-07-31,"Sale",3.5,19.2,0.8,NA,NA,"WNW",31,"NW","N",11,19,88,48,1017.7,1015.2,3,3,8.8,18.1,0,0
9262,2011-07-08,"Darwin",19.5,30.5,0,NA,NA,"ESE",57,"ESE","E",30,26,30,21,1017.9,1013.4,3,1,23.7,29.8,0,0
17853,2014-10-01,"MountGambier",4.6,15.2,9.4,NA,NA,"WSW",39,"SW","WSW",24,17,58,59,1025.9,1025.9,6,7,12.2,13.8,1,0
8586,2014-11-08,"Watsonia",15,35.7,0,NA,NA,"SSW",56,"NE","N",15,20,24,13,1014.9,1011.7,6,7,27.2,33.7,0,0
41221,2014-11-05,"WaggaWagga",12.6,27.4,0,NA,NA,"SW",43,"NW","W",17,20,41,17,1013.8,1012.2,7,4,16.9,25.6,0,0
47884,2012-09-20,"Hobart",8.9,14.7,0,NA,NA,"NE",37,"NNW","NE",6,22,74,60,1021.8,1015.7,NA,NA,11.2,14,0,1
18470,2009-01-09,"SalmonGums",15.1,34.5,0,NA,NA,"SE",46,"ENE","ENE",22,9,59,25,NA,NA,NA,NA,20.7,32.6,0,0
17783,2012-03-29,"Adelaide",15.1,30.4,0,NA,NA,"W",28,"ENE","WNW",2,17,57,25,1017.7,1015.1,NA,NA,20.2,29.4,0,0
3546,2009-11-05,"Woomera",12,26.6,0,NA,NA,"SSE",39,"SSE","SSE",22,17,49,16,1022.8,1019,0,0,16.2,24.8,0,0
22502,2015-01-08,"Watsonia",21.6,29.2,3,NA,NA,"SW",44,"W","SSW",13,20,63,55,1009.4,1007.9,7,8,25.7,28.1,1,0
12042,2014-05-13,"Cobar",11,23.3,0,NA,NA,"ENE",30,"ENE","E",19,9,66,46,1027.5,1024.1,3,3,15.3,22.7,0,0
4598,2012-09-24,"Williamtown",10.5,21.8,0,NA,NA,"SSE",39,"SW","SSE",26,28,25,31,1013.3,1010.7,0,1,18.9,20.3,0,0
25496,2009-03-24,"Wollongong",18.7,23.5,1,NA,NA,"NE",52,"NE","NNE",9,35,82,77,1017.6,1015.6,NA,NA,21.6,22.6,0,0
11172,2017-06-06,"Hobart",7.3,10.8,0,NA,NA,"SSW",46,"SSW","SW",13,11,64,52,1025.2,1027.2,3,6,7.9,9.9,0,0
45146,2012-02-06,"Townsville",25.4,33,0,NA,NA,"ENE",26,"NNW","ENE",13,17,80,67,1003,999.2,5,2,28.8,31.9,0,0
42406,2017-06-05,"Brisbane",10.5,23.6,0.2,NA,NA,"SSW",19,"SW","SSW",6,4,72,38,1024.5,1020.3,1,3,16,23.1,0,0
9995,2009-12-10,"Bendigo",10.5,23,0.2,NA,NA,"WSW",57,"WNW","W",13,31,50,52,1008.1,1005.3,7,6,16.6,19.3,0,1
28905,2012-02-05,"Tuggeranong",11.8,29.5,0,NA,NA,"WNW",41,NA,"NW",0,20,75,43,1002.9,998.3,NA,NA,18,27.5,0,0
28749,2014-12-15,"Adelaide",14.8,29,0,NA,NA,"WSW",31,"SSE","SW",4,17,48,38,1007.7,1003.9,NA,NA,20,27.4,0,0
15778,2011-08-28,"SydneyAirport",10.8,19.6,0,NA,NA,"S",46,"WNW","E",15,19,72,58,1021.2,1016.8,7,2,14.8,19.3,0,0
48346,2014-06-17,"NorfolkIsland",18,20.4,5.2,NA,NA,"WSW",31,"SW","SSW",15,19,82,79,1019.1,1018.2,7,7,19,19.2,1,0
39128,2009-07-07,"GoldCoast",13.1,18.1,0,NA,NA,"S",59,"SSW","S",9,24,75,86,1019.5,1017.7,NA,NA,15.9,15,0,1
